"emp_no","last_name","first_name","sex","salary"
48924,"Dayana","Moie","M",40000
101461,"Bednarek","Satosi","M",45488
108851,"Naumovich","Uinam","M",45724
429823,"Sevcikova","Isamu","M",40000
416016,"Gimarc","Serif","M",40000
407014,"Dayang","Behnaam","F",40000
417828,"Besancenot","Marjo","M",40000
495436,"Trogemann","Palash","M",40000
31277,"Sevcikova","Salvador","M",51869
288250,"Baezner","Kendra","F",62559
205600,"Riesenhuber","Van","F",57939
496970,"Maquelin","Giordano","F",58910
214230,"Ghemri","Guenter","F",40000
103903,"Peral","Zito","F",40000
485574,"Grospietsch","Surveyors","M",51942
231378,"Socorro","Barna","M",60742
209111,"Herbst","Radhika","F",66853
427880,"Crabtree","Aluzio","F",57133
213862,"Fairtlough","Parviz","M",43300
200011,"Baranowski","Shahar","F",75049
108223,"Cangellaris","Henk","F",55782
447374,"Chaudhury","Uinam","F",40000
209442,"Marzano","Demos","M",50237
109591,"Verhoeff","Itzchak","M",40000
89970,"Alameldin","Baruch","F",61717
298295,"Mullainathan","Zhilian","M",61339
293099,"Ellozy","Leah","M",53929
11362,"Hockney","Tooru","M",65693
240385,"Stanger","Harngdar","M",40000
13318,"Perng","Morris","F",48940
108954,"Vieri","Kellie","M",42648
65096,"Stasinski","Navid","M",61380
236595,"Haddadi","Gou","M",49137
52343,"Escriba","Zhaofang","F",40000
12573,"Bressoud","Trygve","F",78532
488876,"Edelhoff","Mizuhito","F",52463
104942,"Duclos","Radoslaw","M",40000
98048,"Rousseau","Van","M",63510
278752,"Ellozy","Gererd","F",40000
74406,"Tzvieli","Jaber","F",40514
401170,"Litzkow","Goncalo","F",60943
29497,"Erev","Mohit","M",50407
212649,"Maraist","Nadjib","M",40000
431605,"Rosch","Zhensheng","M",80459
250890,"Passino","Tsvetan","M",60878
77152,"Bednarek","Geraldo","F",117474
56078,"Sooriamurthi","Xudong","F",54410
225620,"Cappelli","Haldon","F",44099
107427,"Hebden","Premsyl","F",55185
51425,"Msuda","Weijing","F",53242
74790,"Curless","Ayonca","F",59290
274436,"Zockler","Brewster","M",86796
61358,"Clemencon","Poorav","F",46739
58689,"Ushiama","Zengping","F",50527
26781,"Guardalben","Yongmao","M",55064
71043,"Mamelak","Kristof","M",73322
437396,"Pocchiola","Filipe","F",43618
55457,"Rusterholz","Xiahua","M",66206
297741,"Tetzlaff","Claudi","F",40000
74298,"Plesums","Lena","M",70807
284163,"Cromarty","JoAnna","M",40000
460324,"Yetim","Poornachandra","M",40000
258137,"Bednarek","Nimmagadda","F",74243
447123,"Piancastelli","Shugo","M",50186
478005,"Bage","Werner","M",51521
424953,"Lakshmanan","Shigeichiro","M",40000
227331,"Sichman","Syozo","M",40000
231933,"Ferriere","Hitofumi","F",40000
281728,"Vandervoorde","Sven","F",40000
250291,"Lipner","Conrado","M",40000
27550,"Porotnikoff","Rafael","M",51098
407564,"Petereit","Serenella","M",71992
412748,"Delgrande","Abdelghani","M",40000
492845,"Orsini","Gao","F",40000
88728,"Kitsuregawa","Demin","F",41720
299765,"Bain","Filipe","M",40044
439244,"Cronin","Dung","F",40000
284313,"Vesna","Georg","M",55148
68706,"Karunanithi","Jackson","M",61275
43856,"Preusig","Brigham","F",40000
466784,"Schiper","Mohit","M",40373
25123,"Auria","Jacqueline","F",51633
447225,"Krogh","Arif","M",48494
47139,"Usdin","Marco","F",67283
287470,"McFarlin","Jayson","M",46558
68535,"Cairo","Fei","F",56689
254857,"Beerel","Yuchang","F",75693
69192,"Rabehasaina","Kendra","M",40000
74753,"Kalafatis","Weiru","F",74247
490692,"Dusink","Gennady","M",49044
287632,"Dusink","Joydip","M",62034
297517,"Swift","Jiafu","F",46364
59702,"Basart","Zissis","F",40000
200175,"Mayerwieser","Oscal","M",52285
433240,"Lanphier","Freyja","M",40000
274679,"Cochrane","Vatsa","F",63290
218015,"Spinelli","Mang","F",46151
252332,"Mikschl","Danai","F",40000
263620,"Rodier","Xuejia","M",44215
448062,"Penn","Reuven","M",49934
46263,"Jakobus","Filipe","F",40000
80431,"Pearson","Kshitij","M",63799
95878,"Schueller","Zejun","M",80957
294146,"Wixon","Utpal","F",51284
68699,"Baby","Harjit","F",46009
433837,"Bresenham","Jaroslava","M",62283
463014,"Bodoff","Xuejia","M",65041
207299,"Gimarc","Yongmin","M",89267
11083,"Ducloy","Shimshon","M",90972
105179,"Murrill","Yannis","F",43974
75649,"Leaver","Gadiel","M",83528
400812,"Hardjono","Jackson","M",63381
251544,"Setlzner","Muneo","M",55736
15488,"Gimbel","Reuven","M",40356
418286,"Gajiwala","Marke","F",43484
482908,"Steinauer","Kitty","M",40000
273141,"Bugrara","Ugo","M",56615
19075,"Orlowski","Nevin","M",44858
461622,"Kulisch","Alenka","M",63396
85382,"Matzen","Mang","M",40000
200448,"Koblitz","Barton","M",48592
278211,"Junot","Trygve","M",53602
442284,"Braccini","Arnould","M",45041
475527,"Millington","Jacqueline","M",54647
57162,"Schueller","Sadegh","F",69976
461097,"Iacovou","Gaurav","M",68262
425284,"Simkin","Moto","F",40000
257268,"Baek","Subbu","M",51574
297532,"Chenoweth","Mang","M",71662
299862,"Muntz","Ulises","M",40000
96736,"Adachi","Filipp","M",40000
205919,"Radivojevic","Matt","M",50592
253326,"Kropatsch","Ger","F",40000
24900,"Vidya","Zeljko","M",40000
40507,"Assaf","Luerbio","F",45608
496574,"Peternell","George","M",40000
291332,"Bugrara","Jixiang","M",40000
83192,"Cochrane","Fei","F",70838
80117,"Eiter","Insup","M",46600
286403,"Poulakidas","Shigeaki","M",40000
465626,"Leppanen","Eldridge","M",56751
203941,"Gist","Shai","F",44712
457018,"Trystram","Fox","M",40000
276895,"Rosiles","Sanjay","M",48217
494115,"Mayerwieser","Vugranam","M",82180
13420,"Ramaiah","Diederik","M",57397
435113,"Nastansky","Tianruo","M",57887
431020,"Chvatal","Kiam","F",40000
452576,"Chvatal","Abdelkader","F",48631
450392,"Mondadori","Moheb","M",78411
69219,"Redmiles","Shuky","F",75769
249096,"Falster","Qiwen","F",85863
262624,"Penz","Ebru","F",46317
24597,"Bakhtari","Tsuneo","M",83392
76128,"Eugenio","Zeydy","F",44124
99374,"Wynblatt","Aiichiro","M",48380
422158,"Quadeer","Bernd","M",42916
216526,"Matzel","Takanari","M",41927
233643,"Birge","Takahito","F",44414
267796,"Coors","Moie","F",48492
101949,"Pettis","Foong","F",49621
215068,"Tramer","Abdulla","F",49591
33245,"Pepe","Margo","M",43807
68247,"Chiodo","Weidon","M",41482
427855,"Theuretzbacher","Tzvetan","M",70530
446871,"Brobst","Munenori","M",62905
487774,"Passafiume","Muzhong","M",65079
19814,"Rosaz","Subhrajyoti","F",40000
55683,"Perko","Gil","F",40000
233272,"Teitelbaum","Trygve","F",40000
276900,"Laurillard","Suvo","F",43052
423879,"Hiroyama","Vasilis","M",65471
274363,"Alvarado","Dannz","M",59159
272307,"Hofman","Pramod","F",40000
13609,"Muhling","Aloke","F",68620
49553,"Denti","Bluma","F",73486
220217,"Velasco","Filipp","M",66971
426665,"Chandrasekhar","Masanao","M",88339
219180,"Hebert","Lokesh","M",72315
54829,"Feldhoffer","Jouko","F",41621
26632,"Vernadat","Berna","M",53001
447340,"Skafidas","Navin","M",40000
41936,"Laventhal","Munehiko","F",46725
491061,"Cyne","Shichao","F",71039
75509,"Negoita","Bangqing","M",40000
105051,"Basagni","Dinkar","M",82175
439022,"Onuegbe","Martial","F",40000
438822,"Hanabata","Jolita","F",85102
270166,"Crooks","Gift","F",46013
50168,"Erdmenger","Feipei","M",44852
85863,"Pettey","Moheb","F",47460
417236,"Baalen","Zeljko","M",57843
38035,"Esteva","Yuguang","M",44764
232431,"Ozeri","Yinghua","M",71123
62166,"Tokunaga","Falguni","M",48230
34149,"Hoogerwoord","Kensei","F",81074
406660,"Jiang","Fabrizio","M",40000
452474,"Krybus","Hideyuki","M",40000
293987,"Norsworthy","Oguz","F",40000
299483,"Siegrist","Yechezkel","F",50412
97644,"Gronowski","Heeju","M",59228
12706,"Woycyznski","Akeno","M",59515
286239,"Luby","Paloma","F",45251
293757,"Koprowski","Mooi","F",53079
240092,"Yemenis","Soenke","M",40000
266352,"Bojadziev","Saeed","M",82899
222931,"Binding","Ulises","F",46642
12306,"Menyhert","Suvo","F",86718
253949,"Caine","Shigeu","F",68310
53918,"Zockler","Subhash","M",82372
295705,"Vakili","Qiwen","M",45133
60627,"Harbusch","Jingling","M",41725
297913,"Kakkad","Baocai","M",46719
484125,"Dengi","Billur","M",40000
37081,"Capobianchi","Pranay","F",65485
288448,"Koblick","Garnik","F",45743
476146,"Legleitner","Masali","M",40000
225917,"Winter","Mong","M",41520
477271,"Gyimothy","Susanna","F",40000
415982,"Iwayama","Gretta","F",80680
26442,"Cromarty","Mingsen","M",41663
58569,"Emiris","Moriyoshi","M",59678
435098,"Picht","Supot","F",51557
268728,"Kuszyk","Jouni","F",51539
458041,"Baig","Moty","M",40000
72472,"Demke","Tuval","F",40000
499975,"Chorvat","Masali","M",40000
228000,"Mahmud","Munehiko","M",45648
42986,"Heydon","Shietung","M",81519
426551,"Bratsberg","Kwangho","M",40000
253584,"Koblitz","Wanqing","M",63644
443238,"Potthoff","Prasadram","M",51340
456660,"Pardalos","Dante","F",41205
424333,"Murillo","Tze","M",52087
95536,"Collette","Alenka","F",40000
463555,"Uehara","Demos","M",56264
288667,"Cesareni","Ung","F",40000
16402,"Spell","Salvador","M",57496
64345,"Rosis","Mabhin","F",49327
270667,"Schnelling","Domenico","M",40000
65134,"Schlegelmilch","Theirry","M",74117
101794,"Irland","Cordelia","M",40000
423008,"Seiwald","Aleksandar","M",40000
240327,"Provine","Hisao","F",40000
403422,"Impagliazzo","Dannz","M",44927
409639,"Hutton","Weicheng","M",55476
421070,"Bierbaum","Brigham","F",78259
430646,"Reeker","Nikolaos","M",40000
491353,"Larfeldt","Kshitij","F",57912
265088,"Bakhtari","Shay","F",46420
107384,"Acton","Xinglin","F",40000
284600,"Cronan","Aiman","M",40000
475426,"Eugenio","Vidya","M",42708
469402,"Wielonsky","Thodoros","F",46249
247420,"Merey","Nechama","F",40000
279887,"Cunliffe","Shietung","M",56567
272990,"Ernst","Mahendra","M",47029
83151,"Vakili","Guther","M",63451
460430,"Matheson","Basant","M",40000
273743,"Wilfing","Naftali","M",76590
242708,"Ressouche","Shaunak","F",40000
262740,"Herber","Elrique","M",56154
277506,"Sidou","Dipayan","M",40000
299102,"Siepmann","Fayez","F",40000
19050,"Dayang","Taizo","M",40000
232409,"Litzkow","Serap","M",80444
31450,"Butner","Gino","F",54273
462125,"Chelton","Sigeru","M",74135
425189,"Cronan","Munenori","F",64167
461787,"Esposito","Kendra","F",40000
287953,"Hambrick","Nalini","F",90953
228129,"Dechter","Percy","F",90750
463510,"Uehara","Atreye","F",40000
108787,"Marquardt","Raimond","M",65042
26919,"Danlos","Hatem","M",46390
11086,"Dalphin","Yishai","M",53234
446219,"Shackell","Kellyn","F",61525
56621,"Knightly","Shahab","M",40000
49682,"Murtha","Toshimori","M",56677
445567,"Nyrup","Odysseas","M",40000
244789,"Arlazarov","Hitofumi","F",40000
280668,"Kusakabe","Moti","M",40000
34445,"Schnabel","Yuichiro","F",40000
215315,"Chartres","Kousuke","M",66849
298110,"Junot","Bader","M",62149
51926,"Ghandeharizadeh","Mohammad","M",104798
484405,"Jakobus","Teruyuki","M",84765
100220,"Boreale","Stamatina","M",58772
424461,"Snyers","Nitsan","F",64241
483666,"Kaminger","Raimond","M",40000
106720,"Bauknecht","Shan","F",57965
427305,"Leonhardt","Fumiya","M",48909
433247,"Ritzmann","Maria","F",40000
249536,"Shanbhogue","Otmar","F",40000
440114,"Peek","Syozo","M",81468
35541,"Azadmanesh","Wojceich","M",40000
404416,"Fiebach","Wilmer","F",83021
492293,"Ghemri","Rosine","F",67631
417729,"Douceur","Bartek","F",40000
481238,"Boreale","Karsten","M",44818
201234,"Pocchiola","Poornachandra","F",53105
17933,"Schnabel","Morris","F",40000
479228,"Werthner","Shigenori","F",50053
413282,"Mukaidono","Tomoyuki","M",49762
65578,"Brodie","Francesca","F",40000
443685,"Levergood","Janalee","F",81843
400475,"Cesareni","Gal","F",40000
32890,"Horswill","Chandrasekaran","F",63430
63703,"Morton","Amalendu","M",40000
221366,"Schieder","Aiman","F",40000
460333,"Macedo","Shugo","F",40000
479125,"Rindone","Parviz","M",40000
32169,"Niizuma","Sampalli","M",50602
52367,"Badache","Shuky","M",40000
27094,"Pfau","Khalil","F",40000
446814,"Krohm","Hironoby","M",40000
230658,"Busillo","Kazuhide","F",40000
288546,"Sabnani","Khalil","F",40000
61637,"Chappelet","Chirstian","M",54103
229309,"Crelier","Subhrajyoti","M",56585
230190,"Hockney","Kish","M",73678
83120,"Picht","Shuky","F",63713
447835,"Lubachevsky","Yongmin","M",58276
226096,"Melter","Chuanyi","M",58391
407620,"Rabehasaina","Hongzue","M",40000
421553,"Tischendorf","George","M",71532
58440,"Penttonen","Deborah","F",52342
221047,"Basawa","Arch","F",43603
284192,"Montemayor","Shakhar","F",40000
34913,"Murillo","Diederik","M",43304
11427,"Iisaka","Haldun","F",65177
450773,"Syrotiuk","Constantine","F",65724
21029,"Yurek","Basil","F",45988
454183,"Miara","Stabislas","M",66294
441631,"Servieres","Gennadi","M",40000
232618,"Luce","Tuval","F",64159
231047,"Shackel","Uno","M",40000
284883,"Marrevee","Pohua","M",40000
13090,"Poulakidas","Kwee","F",46271
200919,"Schwartzbauer","Pradeep","M",40000
417314,"Moehrke","Giordano","M",67678
496388,"Axelband","Sarita","M",77721
459869,"Magalhaes","Ramya","M",44745
407115,"Heijenga","Reuven","M",98104
404606,"Walstra","Arch","F",40000
291660,"Valtorta","Domenick","M",40000
85502,"Suomi","Selwyn","F",40000
83851,"Qiwen","Jianhao","M",53084
290833,"Suessmith","Behnaam","F",44627
446106,"Toyoshima","Margo","F",68891
87987,"Cyre","Kiyotoshi","F",50507
499449,"Nollmann","Ger","F",85354
211190,"Falck","Uzi","M",49635
299213,"Mitsuhashi","Shirish","M",40000
292902,"Woycyznski","Shigenori","M",84319
250493,"Aloisi","Woody","F",47561
400251,"Zaiane","Saddek","M",70529
480525,"McClure","Shai","M",47241
459990,"Bala","Eberhardt","F",76503
461944,"Hennebert","Satyanarayana","F",46177
472916,"Chorvat","Satyanarayana","M",40000
55790,"Perly","Nakhoon","M",40000
236797,"Nyrup","Manu","F",46289
78641,"Kemmerer","Kyoichi","M",40000
238104,"Hardjono","Georg","M",45389
69183,"Pesch","Changho","F",49831
281340,"Sadowski","Fumitaka","M",77479
495355,"Panangaden","Georgi","M",41668
56177,"Colorni","Yucel","M",59360
405321,"Zyda","Suvo","M",67997
423815,"Pietracaprina","Gil","M",63175
269985,"Kriebel","Mingsen","F",42955
75770,"Sankaranarayanan","Gift","F",40000
85205,"Streit","Conor","F",40000
400179,"Aseltine","Vishu","M",71540
475322,"Fujisawa","Indrajit","M",57344
78579,"DasSarma","Hidekazu","M",46783
93446,"Orlowski","Mona","M",45659
73855,"Blokdijk","Greger","M",70976
31323,"Nations","Owen","M",40000
28791,"Andreotta","Nidapan","M",49888
296672,"Brodie","Adin","F",84673
497948,"Yurek","Nidapan","M",41138
91786,"Rajala","Feiyu","M",49259
238584,"Thorensen","Khatoun","F",40000
42331,"Badache","Foong","F",50757
406487,"Dalton","Yongmao","M",57469
409437,"Lunn","Xuedong","M",65976
53862,"Siprelle","Manohar","M",59696
414616,"Docker","Premsyl","F",40000
69684,"Sidhu","Kiyotoshi","F",40000
222243,"Segond","Kristine","M",79656
33112,"Pokrovskii","Martine","F",40000
211814,"Perry","Charlene","M",58408
218132,"Rusmann","Sachio","M",63464
285466,"Lindqvist","Leaf","M",40000
469945,"Weiland","Ravishankar","M",40000
14616,"Rouquie","Kokou","F",50617
53843,"Chepyzhov","Piyawadee","M",77066
250768,"Vernadat","Ugo","F",45925
264250,"Fasbender","Shmuel","F",40000
248825,"Usery","Yucai","M",88336
440391,"Weisert","Yongmin","M",40000
405724,"Antonakopoulos","Hideo","F",60954
458458,"Liesche","Sigeru","F",40000
91344,"Schueller","Nishit","F",75353
69282,"Ramsak","Gregory","M",67855
53922,"Gire","Freyja","M",40000
498529,"Spell","Toshiki","M",40000
64847,"Conry","Chinhyun","M",63654
38575,"Birnbaum","Mabo","M",72053
78615,"Zaumen","Christ","M",69247
445710,"Flasterstein","Koichi","F",40000
248355,"Sundgren","Along","F",41471
401642,"Vanwelkenhuysen","Guadalupe","M",49899
499435,"Paludetto","Radhakrishnan","F",67524
259504,"Iisaku","Jinxi","M",55729
238690,"Peac","Chenxi","M",40000
435416,"Pollock","Hatsukazu","M",40000
79151,"Rodiger","Duri","M",40000
285222,"Reinhard","Rutger","F",40000
74452,"Zizka","Munenori","M",40000
457717,"Iwayama","Jeong","M",72551
416902,"Chachaty","Hironobu","F",40000
94150,"Eiron","Geoffrey","M",81171
70056,"Zlotek","Takanari","F",58302
12304,"Baja","Martien","M",40000
297842,"Sullins","Marin","F",58358
261537,"Lieblein","Arlette","M",40000
211565,"Farrar","Sanjiv","F",40000
265794,"Halloran","Miquel","M",83098
213099,"Riefers","Kenroku","M",69886
55984,"Cesareni","Vitaly","M",51099
89686,"Brender","Kagan","F",40000
45760,"Przulj","Masanao","M",40000
82831,"Melski","Bader","F",40000
79756,"Colorni","Bezalel","F",85875
24354,"Cmelik","Shiv","M",40000
463435,"Gill","Kankanahalli","F",59724
431876,"Whitcomb","Yuchang","F",44821
32043,"Cooman","Muzhong","M",40164
258473,"Hellwagner","Abdulah","M",44989
472485,"Farrar","Tetsushi","F",57065
419875,"Macedo","Kwangyoen","F",52962
35854,"Lores","Karlis","F",64374
250841,"Khalil","Dmitry","M",43801
475268,"Brickell","Valdiodio","M",52844
282252,"Andreotta","Yurij","M",40000
88594,"Kranzdorf","Siddarth","M",40000
105203,"Tischendorf","Ronghao","M",67372
46925,"Janetzko","Eran","M",79295
433554,"Jumpertz","Saddek","M",40000
10104,"Warwick","Xinyu","M",45312
59135,"Hanratty","Arumugam","M",40000
226056,"Gargeya","Goh","M",40000
23979,"Griswold","Bilhanan","M",40000
470750,"Luef","Pradeep","F",69692
250322,"Nicolson","Shigehiro","M",55178
479734,"Wallrath","Constantine","F",60169
26009,"Peternell","Morris","F",40000
297544,"Kusakari","Ung","M",52310
237401,"Marzano","Harjit","F",40000
490604,"Oehlmann","Yakichi","M",64523
238444,"Ebeling","Krister","M",40000
411563,"Peek","Jolita","F",56694
48673,"Rosiles","Margareta","F",65023
27702,"Broder","Janalee","M",40000
277167,"Krohn","Badri","M",41130
27001,"Narahara","Mohan","F",60405
96711,"Rissland","Tomoyuki","M",76749
467994,"Horswill","Shridhar","M",43814
106933,"Rahimi","Moni","M",89360
232927,"Anger","Ebru","M",80744
228704,"Lamma","Conal","M",82559
256067,"Rabejac","Paraskevi","F",50480
465748,"Siochi","Marlo","M",56281
403412,"Thombley","Hugo","M",82639
272635,"Waleschkowski","Shooichi","M",90200
294607,"Heyers","Leszek","M",83400
454618,"Lung","Margo","M",93366
52724,"Luck","Boutros","F",55842
72840,"Taubenfeld","Uli","M",50663
246731,"Piveteau","Kwan","M",70031
475391,"Sury","Janche","M",40744
98673,"Penttonen","Chanjung","M",70102
243198,"Matheson","Sajjad","F",60278
435445,"Schaaf","Thanasis","F",40000
430808,"Seghrouchni","Conal","M",42040
465551,"Prochazka","Francoise","M",49618
52919,"Radwan","Ramachenga","M",40000
423468,"Heuser","Leandro","M",40000
81271,"Bade","Kendra","F",54625
58975,"Melton","Cordelia","F",59043
81823,"Junet","Divier","M",67024
98950,"Demos","Gilbert","M",86017
228414,"Birke","Tadahiko","M",40000
438143,"Hockney","Arnd","F",40000
475338,"Desikan","Oscal","M",59096
286372,"Zweizig","Mara","M",40000
216888,"Brodie","Paraskevi","F",46879
50066,"Vandervoorde","Fayez","M",66206
293636,"McDermid","Filipp","F",54096
57763,"Engelmann","Menkae","M",83982
251330,"Zultner","Zejun","M",45001
218221,"Greibach","Honglan","F",40000
452622,"Crouzet","Mountaz","F",40000
58326,"Denna","Gita","F",40000
246338,"Negoita","Rildo","M",45848
205522,"Basagni","Annemarie","F",58076
213223,"Assaf","Ennio","M",40000
26103,"Simkin","Vishv","M",46956
278067,"Dalphin","Brewster","M",54019
440108,"Pelz","Angel","F",45930
476888,"Lanphier","Gill","F",65229
498425,"Arlazarov","Hsiangchu","F",40000
98936,"Merro","Tesuro","F",47043
265132,"Aloisi","Baziley","M",81933
77437,"Welham","Tuval","M",42474
107692,"Kropatsch","Younwoo","M",41050
231711,"Rissland","Pradeep","M",87995
36218,"Hambrick","Apostol","F",67843
33039,"Boyle","Teruyuki","F",40000
469035,"Hartvigsen","Shmuel","M",58428
451097,"Ramsak","Mabo","M",40000
495924,"Hardjono","Randi","M",41499
231742,"Servieres","Chriss","F",40000
437782,"Gubsky","Sakthirel","M",86413
458919,"Papadias","Kaijung","M",65011
286269,"Muntz","Hein","F",42125
261071,"Eiron","Kristian","F",40000
447915,"Hebden","Shaowei","M",40000
278619,"Denis","Malu","M",94424
246985,"Magliocco","Sukumar","M",40000
409452,"Angot","Willard","F",40000
295965,"Veeraraghavan","Cathie","M",47509
281120,"Garnick","Vivian","M",75025
294228,"Kroll","Babette","F",40000
239054,"Jenevein","Khoa","M",40000
60928,"Siprelle","Krister","F",62468
419024,"Birch","Hironobu","M",40000
101663,"Ashish","Pintsang","F",49924
256234,"Rosaz","Demin","F",49212
23260,"Bolotov","Takahito","M",109690
429190,"Pelc","Mountaz","F",40000
109968,"Underwood","Honglan","M",66063
83111,"Erie","Gian","F",42169
71831,"Brizzi","Jouko","F",40455
44062,"Hertweck","Yurij","M",87288
408619,"Segond","Inderjeet","F",92900
460838,"Heinisuo","Tetsushi","F",66949
49087,"Cools","Yifei","M",40000
40142,"Muhlberg","Kellyn","M",49545
272835,"Lubachevsky","Bernd","F",50974
440706,"Schade","Vidar","F",40000
295100,"Nitta","Zita","F",80466
17067,"Wrigley","Sachar","M",40000
221411,"Stamatiou","Filipe","F",78618
243706,"Taubman","Yefim","F",46747
424008,"Kalloufi","Shaunak","F",59978
465193,"Falster","Dannz","F",63318
422835,"Shobatake","Dines","M",47536
46937,"Ulupinar","Leif","F",50142
86316,"Benaini","Manu","M",54399
90779,"Linnainmaa","Subbu","M",40000
30363,"Karcich","Dante","M",70004
404163,"Bolotov","Miomir","M",42601
245058,"Wiegley","Shaowei","M",86240
36972,"Taubman","Paloma","M",53572
18351,"Worfolk","Serap","F",40273
448556,"Ushiama","Morrie","F",40000
32417,"Velasco","Vugranam","M",50080
489649,"Matzat","Toshimitsu","M",40000
295222,"Szilard","Gian","M",40000
407853,"Etalle","Arra","F",47130
14851,"Krogh","Mani","F",42324
207162,"Kruskal","Yucai","M",40000
279335,"Cheshire","Gift","M",52106
66841,"Ranum","Make","M",84364
281974,"Oehlmann","Ziya","M",71319
75513,"Dehkordi","Noritoshi","M",63426
293818,"Cairo","Ulises","M",40000
12355,"Hutton","Vidar","M",70724
273579,"Salvesen","Dhritiman","M",40000
70742,"Tzvieli","Leon","F",40000
489404,"Swist","Hauke","M",59882
107577,"Geffroy","Doowon","F",56673
282985,"Kolinko","Georg","F",74241
56279,"Ramsay","Xiaopeng","F",58735
243388,"Zastre","Nakhoon","M",40000
273033,"Argence","Caolyn","F",40000
233017,"Raney","Sugwoo","M",50246
51245,"Coombs","Eldridge","F",54723
451622,"Simmen","Kristine","F",72725
35461,"Schiettecatte","Fay","F",40000
407640,"DuCasse","Uta","F",40000
45339,"Piazza","Chikako","M",63865
97646,"Farris","Kamakshi","F",40000
444366,"Farrow","Adam","M",56316
75318,"Rabejac","Bojan","M",40000
444070,"Skrikant","Heping","F",40000
36499,"Crabtree","Fei","M",40000
74249,"Koyama","Bokyung","M",62361
285505,"Cangellaris","Mani","M",70652
291604,"Willoner","Susuma","M",49408
497768,"Kawashima","Hongzhu","M",40000
86940,"Steenbeek","Taiji","F",67093
64541,"Munro","Dietrich","M",40000
458035,"Hooghiemstra","Pranav","M",40000
280124,"Rosenbaum","Mads","M",40000
298861,"Kaiser","Nidapan","M",40000
494566,"Siksek","Shen","M",63784
38621,"Rusmann","Bikash","M",74420
209345,"Linares","Pohua","M",42121
477172,"McAffer","Xinan","M",66007
42539,"Swist","Martial","M",57647
215017,"Perez","Masaki","F",40000
488897,"Delgrossi","Lakshmi","F",111241
471638,"Taubman","Dung","F",47128
298447,"Dalphin","Fai","F",64266
400716,"Demos","Phule","M",40000
464423,"Tsukune","Kwangsub","M",40000
102377,"Liedekerke","Beshir","F",53599
426703,"Cappello","Kankanahalli","M",40000
244969,"Bazzichi","Frederique","M",40000
413998,"Mahmud","Akeno","M",58697
400187,"Pews","Nigel","F",40000
223191,"Ramamoorthy","Zijian","F",53758
480105,"Zielinski","Dhritiman","F",47909
485233,"Harllee","Chuanyi","M",57335
235954,"Prampolini","Yucel","F",40000
421252,"Dengi","Willard","M",40000
473905,"Yavatkar","Shaowei","F",47038
297151,"Vidal","Yurij","F",79219
449608,"DuCasse","Jenwei","M",81528
79509,"Akiyama","Vitaly","F",96991
63615,"Rehfuss","Barry","F",92024
205635,"Ravishankar","Subhash","M",40000
31640,"Rosiles","Conor","M",58419
437988,"Fairtlough","Abdelaziz","F",52611
471166,"Kaiserswerth","Ramzi","M",40000
267615,"Demke","Haldun","M",46095
443042,"Taneja","Mohammad","F",57787
403372,"Strooper","Jiakeng","F",49704
475503,"Muntz","Kolar","M",40000
274075,"Boreale","Bingning","M",54521
288605,"Gewali","Jiann","M",47321
227615,"Cairo","Vugranam","F",70234
62602,"Percebois","Torsten","M",42577
258671,"Delgrossi","Weijing","F",66571
407131,"Rijckaert","Mihalis","F",40000
450420,"Bazzichi","Mohan","M",40000
491091,"Rajaraman","Danco","M",66764
490739,"Kakkad","Youssef","M",40004
233318,"Perl","Sarita","F",50974
74490,"Danlos","Tokuyasu","F",83921
255496,"Murtafg","Hilary","M",40000
249266,"Scharstein","Constantine","M",45927
480224,"Bugrara","Leucio","F",40000
435381,"Chenney","Paloma","M",49890
31236,"Usdin","Ronnie","M",55421
210361,"Alblas","Basim","M",68946
255079,"Viele","Eishiro","M",40000
428939,"Demir","Yannik","M",42785
283980,"Herbst","Shahab","F",40000
470206,"Pargas","Katsuo","M",75612
26541,"Frijda","Zita","M",48557
29770,"Petersohn","Prodip","M",59068
466497,"Siochi","Fumiko","F",51389
484732,"Dulin","Ramya","F",42890
277812,"Bhattacharjee","Jacqueline","M",57602
29439,"Emden","Niteen","M",40000
213648,"Docker","Maria","F",52952
21779,"Lukaszewicz","Kayoko","M",60927
78956,"Christ","Xiaoshan","F",73774
462888,"Bresenham","Constantijn","M",45625
76823,"Wissmann","Constantino","M",50837
406371,"Pavlopoulou","Kazuhisa","F",40000
496262,"Kleiser","Kazuhira","M",84749
474969,"Antonakopoulos","Mohit","M",58111
470564,"Vakili","Khue","F",40000
41896,"Schach","Sachio","F",42725
251419,"Frolund","TRUE","F",40000
108435,"Bernardeschi","Gully","F",40000
231422,"Keohane","Saeed","M",46376
260698,"Morrin","Shietung","M",58420
430486,"Kaltofen","Martijn","F",40000
496604,"Staylopatis","Felicidad","F",40000
411437,"Kriebel","Zhilian","M",40000
457278,"Quittner","Becky","M",46128
59254,"Rosen","Bedrich","M",40000
34430,"Rosch","Magdalena","M",63063
22822,"Cools","Vivian","F",40000
480190,"Brandsma","Kasturi","M",44416
69635,"Garrabrants","Djelloul","M",40000
466408,"Fritzsche","Tremaine","F",40000
407017,"Puoti","Herbert","M",41674
292595,"Shanbhogue","Fen","M",40000
50983,"Grandbois","Hironobu","M",75039
416029,"Gunderson","Sachio","M",48765
425816,"Akiyama","Sarita","M",60651
